file,prediction
analysis_images/resized/YES05791_01_1886-0021L.jpg,1
analysis_images/resized/YES05791_01_1886-0021L.jpg,1
analysis_images/resized/YES05791_01_1886-0025L.jpg,1
analysis_images/resized/YES05791_01_1886-0025L.jpg,1
analysis_images/resized/YES05791_01_1886-0028R.jpg,1
